file,dataset,method,seed,n_tasks,accuracy,ece,mean_latency_s,mean_real_prompt_tokens,mean_token_surrogate,mean_samples,mean_verified_candidates,oracle_candidate_accuracy,always_first_accuracy,highest_count_accuracy
results/approval/bfcl_qwen7b_acdan.json,bfcl,acdan,0,2600,0.8980769230769231,0.042012252874661656,0.14823848105196913,1587.3492307692309,1.2903846153846155,1.0,3.1,,,
results/approval/bfcl_qwen7b_asc.json,bfcl,asc,0,2600,0.696923076923077,0.303076923076923,0.11053872304019303,824.495,5.813846153846153,4.216923076923077,0.0,,,
results/approval/bfcl_qwen7b_bon.json,bfcl,bon,0,2600,0.8815384615384615,0.11846153846153851,0.14370551007262503,1587.3492307692309,10.461538461538462,8.0,3.1,,,
results/approval/bfcl_qwen7b_cot.json,bfcl,cot,0,2600,0.8026923076923077,0.1973076923076923,0.11179614632981472,824.495,1.3076923076923077,1.0,0.0,,,
results/approval/bfcl_qwen7b_rap.json,bfcl,rap,0,2600,0.8965384615384615,0.1034615384615385,0.14238697790182553,1587.3492307692309,10.461538461538462,8.0,3.1,,,
results/approval/bfcl_qwen7b_refine.json,bfcl,refine,0,2600,0.8919230769230769,0.10807692307692307,0.14223567427619574,1587.3492307692309,1.48,1.1296153846153847,3.1,,,
results/approval/bfcl_qwen7b_sc.json,bfcl,sc,0,2600,0.7223076923076923,0.2776923076923077,0.11087241252167866,824.495,10.461538461538462,8.0,0.0,,,
results/approval/bfcl_qwen7b_tot.json,bfcl,tot,0,2600,0.8253846153846154,0.17461538461538462,0.14225236405457298,1587.3492307692309,5.100769230769231,2.6142307692307694,3.1,,,
